brand,model,model_year,kilometers,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Ford,Explorer Timberline,2021,40619.74,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,At least 1 accident or damage reported,Unknown,39951
Volvo,XC90 3.2,2011,142104.72,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,11500
Chevrolet,Avalanche LTZ,2013,157715.32,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,27499
Audi,TT RS 2.5T,2018,33273.1,Gasoline,400.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,76000
Lincoln,Navigator L,2008,152887.3,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,10900
Hyundai,Elantra GLS,2010,172199.38,Gasoline,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,At least 1 accident or damage reported,Yes,6250
Audi,SQ5 3.0T Premium Plus,2016,96560.4,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,24700
Mitsubishi,Lancer Evolution GSR,2012,53108.22,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,34999
Mercedes-Benz,Maybach S S 600,2016,174613.39,Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,63500
Nissan,GT-R Premium,2017,60833.05,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Orange,Orange,None reported,Yes,149500
Mercedes-Benz,GLS 550 Base 4MATIC,2018,119770.3,Gasoline,4.7 Liter Twin Turbo,Automatic,Obsidian Black Metallic,Gray,None reported,Unknown,44798
Chevrolet,Blazer Premier,2019,89513.1,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Silver Ice Metallic,Jet Black,None reported,Unknown,34562
Mazda,CX-9 Grand Touring,2021,75167.44,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541
Ford,Expedition Max Limited,2022,42647.51,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,65900
Nissan,Titan XD SV,2020,16095.01,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black,Black,None reported,Yes,47214
Lexus,LX 570 Three-Row,2019,30657.93,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,76900
Chevrolet,Traverse Premier,2020,83685.68,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,35800
Mercedes-Benz,Sprinter High Roof,2014,104607.1,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,54999
BMW,X5 3.0i,2004,225307.6,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,6730
Ford,Fusion SE,2018,121666.1,Gasoline,181.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,14950
Lincoln,MKZ Base,2015,188762.71,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,None reported,Yes,12000
Ford,GT,2005,3052.92,Gasoline,5.4 Liter SC DOHC,Manual,White,–,None reported,Unknown,429998
Genesis,G90 5.0 Ultimate,2017,41842.84,Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,33600
Lexus,LC 500 Base,2022,3332.94,Gasoline,5.0L V8 32V PDI DOHC,Automatic,Nightfall Mica,Caramel,None reported,Unknown,99950
Ford,Shelby GT500 Base,2014,25152.37,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,Manual,Black,Black,None reported,Unknown,61900
Saturn,Sky Base,2008,24172.29,Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Red,None reported,Yes,18500
Audi,RS Q8 4.0T quattro,2022,18220.95,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Daytona Gray Pearl Effect,Black / Express Red,None reported,Unknown,119900
Toyota,Land Cruiser,2016,81047.97,Gasoline,5.7 Liter,Automatic,Silver,Black,None reported,Unknown,65998
Mercedes-Benz,SL-Class SL 550,2013,185074.1,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,36000
Porsche,911 Carrera C2S,2005,45866.19,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,63500
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,83202.88,Gasoline,375.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,32000
Ford,Taurus X Limited,2008,239709.58,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,3900
BMW,440 Gran Coupe i,2018,63247.06,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,31750
Honda,S2000 CR,2008,132485.7,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,28500
Acura,Integra w/A-Spec Tech Package,2023,5751.78,Gasoline,1.5 Liter Turbo,CVT,Apex Blue,Orchid,None reported,Unknown,34998
Ford,Excursion Limited,2001,175992.59,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,12749
Mercedes-Benz,SL-Class SL500 Roadster,2004,74029.64,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,18853
Mercedes-Benz,CLS-Class CLS 550,2007,198129.07,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,104999
INFINITI,G35 Sport,2007,59706.51,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,Yes,16900
Volkswagen,Golf GTI 2.0T S 4-Door,2016,143231.26,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,14500
Dodge,Challenger R/T Scat Pack,2022,1995.58,Gasoline,6.4L V8 16V MPFI OHV,Automatic,Go Mango!,Black,None reported,Unknown,53900
Lincoln,Navigator L Reserve,2019,107943.26,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,47999
Mercedes-Benz,AMG G 63 Base,2018,65982.94,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,108900
Ford,Expedition Limited,2018,159316.61,Gasoline,3.5 Liter GTDI,Automatic,Ingot Silver Metallic,Ebony,None reported,Unknown,34998
Volkswagen,Routan SE,2012,199260.43,Gasoline,283.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,5000
Bugatti,Veyron 16.4 Grand Sport,2011,10187.12,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,Automatic,White,White,None reported,Yes,1950995
Toyota,Highlander XLE,2020,98718.52,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,Unknown,34084
Honda,Civic LX,2016,155257.86,Gasoline,2.0L I4 16V MPFI DOHC,CVT,Black,Black,None reported,Unknown,15599
Jeep,Wrangler Unlimited Sahara,2017,106388.64,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Black Clearcoat,Black,None reported,Unknown,31331
Land,Rover Range Rover Supercharged,2008,183926.64,Gasoline,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,9900
Acura,ILX 2.0L w/Premium Package,2015,120700.5,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,None reported,Yes,14500
BMW,X6 sDrive35i,2016,113590.44,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,White,At least 1 accident or damage reported,Yes,35000
Porsche,Cayman S,2014,53249.84,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,49750
Lincoln,Corsair Grand Touring,2021,2977.28,Hybrid,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT,Silver,Beige,None reported,Yes,49000
Cadillac,DTS Luxury II,2008,151527.41,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,10500
Cadillac,ATS 3.6L Luxury,2016,40233.5,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,Yes,17999
GMC,Sierra 1500 SLT,2016,160129.33,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,27995
INFINITI,G37 x,2009,255183.39,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,Yes,8750
Ford,Transit-350 XLT,2023,32186.8,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,78499
Cadillac,XTS Luxury,2018,75173.88,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,20850
Nissan,NV Passenger NV3500 HD SL V8,2017,74827.87,Gasoline,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,41000
Mercedes-Benz,GLS 450 Base 4MATIC,2019,31864.93,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,53800
Toyota,Land Cruiser Base,2008,281634.5,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,37900
Toyota,Land Cruiser Base,2016,98974.41,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,63500
RAM,ProMaster 2500 Window Van High Roof,2016,80064.66,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,65000
Lamborghini,Gallardo Base,2007,62442.39,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Automatic,Orange,Orange,None reported,Yes,100000
Lincoln,MKZ Base,2011,134806.37,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,8995
Lamborghini,Huracan Tecnica Coupe,2023,447.4,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,Unknown,359991
Alfa,Romeo Giulia Quadrifoglio,2022,3163.96,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,Automatic,Verde,Black,None reported,Unknown,75900
Chevrolet,Trailblazer LT,2021,81509.85,Gasoline,1.2L I3 12V GDI DOHC Turbo,CVT,Pacific Blue Metallic,Jet Black,None reported,Unknown,23995
Lamborghini,Urus Base,2021,22035.08,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,257000
INFINITI,G37 x,2013,96653.74,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,15000
Maserati,Levante S,2017,87585.11,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,33950
Toyota,Highlander Limited,2022,38625.77,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Wind Chill Pearl,Graphite,None reported,Unknown,47498
Nissan,Armada SL,2022,23713.62,Gasoline,5.6 Liter,Automatic,White,Black,None reported,Unknown,50998
Audi,Q5 Premium,2023,3902.65,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,–,None reported,Unknown,42998
Ford,Shelby GT500 Base,2022,3299.15,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,94999
Lincoln,Navigator L Reserve,2019,104373.75,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Beige,None reported,Yes,46995
RAM,1500 Laramie,2022,29050.2,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Patriot Blue Pearlcoat,Black,None reported,Yes,47995
Lincoln,Town Car Base,2004,58779.53,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,14900
Toyota,Camry Hybrid LE,2022,22608.01,Hybrid,2.5L I4 16V PDI DOHC Hybrid,CVT,Black,Black,None reported,Unknown,29999
Honda,CR-V EX,2003,360492.16,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Gray,None reported,Yes,3900
Mercedes-Benz,E-Class E 550,2014,129682.23,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,Yes,26000
Mazda,MX-5 Miata Grand Touring,2007,131000.28,Gasoline,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Red,–,At least 1 accident or damage reported,Yes,11000
Porsche,718 Boxster Base,2019,10782.58,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,63000
Ford,Transit-350 XLT,2015,230135.62,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,None reported,Yes,22500
Kia,Sportage SX Turbo,2017,141367.64,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Black Cherry,Black,None reported,Yes,18688
INFINITI,G37 S Sport,2010,187409.25,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,White,Gray,None reported,Yes,16500
Nissan,Titan XD S,2019,86384.54,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,None reported,Yes,27900
Audi,S7 2.9T Prestige,2021,19312.08,Hybrid,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Gray,Black,None reported,Yes,77500
Land,Rover Discovery HSE,2019,32241.52,Gasoline,3.0 Liter,Automatic,Yulong White,Tan/Ebony,None reported,Unknown,43998
Ford,Transit-350 XLT,2020,51498.88,Diesel,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Automatic,Black,Black,None reported,Yes,68000
INFINITI,Q70 3.7,2014,113155.91,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,19995
Jeep,Gladiator Rubicon,2022,14152.54,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,54000
Lincoln,MKX Base,2010,251057.04,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,5900
Porsche,911 Carrera 4S,2020,41147.61,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,Manual,Red,Black,None reported,Yes,134999
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,107986.71,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,34250
Porsche,Cayman Base,2014,83685.68,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,37000
Acura,MDX 3.7L Advance,2011,220801.45,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,Yes,12000
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,57936.24,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,32000
Kia,Forte GT-Line,2023,24944.77,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT,White,Black,At least 1 accident or damage reported,Yes,24500
BMW,M8 Competition,2020,17551.46,Gasoline,4.4 Liter Twin Turbo,Automatic,Donington Grey Metallic,Black,None reported,Unknown,96998
Lincoln,MKC Select,2019,80167.66,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,Unknown,26545
BMW,i8 Base,2015,1361.5,Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,White,White,None reported,Yes,86999
Toyota,Highlander XLE,2021,107888.54,Gasoline,3.5L V6 24V PDI DOHC,Automatic,Blue,Black,None reported,Unknown,34645
Mazda,CX-30 Premium Package,2023,4242.22,Gasoline,2.5L I4 16V,Automatic,Platinum Quartz Metallic,Black,None reported,Unknown,28535
Porsche,Cayenne Platinum Edition,2018,80734.15,Gasoline,3.6L V6 24V GDI DOHC,Automatic,White,Black,At least 1 accident or damage reported,Yes,43550
Lincoln,MKZ Reserve,2017,60149.08,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,Yes,27500
Porsche,718 Cayman S,2019,15288.73,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,69000
Chevrolet,Corvette Base,2005,230288.51,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,Yes,16000
Acura,RSX Type S,2002,128747.2,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Beige,Beige,At least 1 accident or damage reported,Yes,8500
Ferrari,Roma Base,2021,4828.02,Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,Yes,275000
Porsche,Cayman S,2007,9424.3,Gasoline,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,45000
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,4760.43,Gasoline,6.8L V12 48V GDI DOHC,Automatic,Yellow,–,None reported,Yes,488880
Audi,SQ7 4.0T,2022,46553.38,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Matador Red Metallic,Black,None reported,Unknown,74900
Mercedes-Benz,AMG GLS 63 4MATIC,2022,6601.51,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Automatic,Black,Black,None reported,Yes,144664
Honda,Ridgeline RTL-E,2021,23242.09,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,38500
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,102997.76,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,12995
Lexus,GX 470 Base,2004,247838.36,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,10000
Lexus,NX 200t Base,2015,86904.36,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,27000
Dodge,Dakota SLT Quad Cab,2007,374158.68,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,6000
Maserati,Ghibli S Q4 GranSport,2020,41393.83,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Blu,Nero,None reported,Yes,52645
Land,Rover Discovery Sport SE R-Dynamic,2020,33678.66,Gasoline,2.0 Liter,Automatic,Fuji White,–,None reported,Unknown,35998
Aston,Martin DBX Base,2021,3786.78,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Green,Sahara Tan,None reported,Yes,159500
Audi,Q3 45 S line Premium,2022,15007.1,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,Mythos Black Metallic,Black,None reported,Unknown,33610
Ford,Explorer XLT,2020,98171.35,Gasoline,2.3L I4 16V GDI DOHC Turbo,Automatic,Gray,Ebony,At least 1 accident or damage reported,Yes,28616
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,115811.33,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,46900
Subaru,BRZ Premium,2023,9334.17,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,29990
BMW,640 i,2016,64502.35,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,28499
Kia,Stinger GT2,2020,91732.38,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,Yes,36500
Subaru,Forester 2.5 XT,2004,196339.48,Gasoline,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gold,Black,At least 1 accident or damage reported,Yes,9999
Kia,Sportage X-Pro,2023,738.69,Gasoline,2.5L I4 16V PDI DOHC,Automatic,Jungle Green,Black,None reported,Unknown,36998
BMW,M4 Base,2016,100583.75,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Orange,At least 1 accident or damage reported,Yes,40500
Hyundai,Equus Signature,2013,115872.48,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,17500
Mercedes-Benz,AMG E 53 4MATIC,2020,13478.22,Gasoline,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr",Automatic,BLACK,BLACK,None reported,Unknown,69900
BMW,M550 i xDrive,2020,64373.6,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,53000
Subaru,Impreza WRX STI,2014,123919.18,Gasoline,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,At least 1 accident or damage reported,Yes,30000
Mercedes-Benz,AMG G 63 Base,2019,31531.8,Gasoline,4.0 Liter Twin Turbo,Automatic,Black,Black,None reported,Unknown,159998
Mazda,Mazda6 Grand Touring,2020,57778.52,Gasoline,2.5L I4 16V GDI DOHC Turbo,Automatic,Deep Crystal Blue Mica,Black,None reported,Unknown,22966
Hyundai,Veloster Base,2013,1287.47,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,Yes,9800
Bentley,Bentayga S,2023,4184.28,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Beluga Black,Hotspur,None reported,Yes,239995
Land,Rover Defender X-Dynamic SE,2023,9984.35,Hybrid,3.0 Liter,Automatic,Eiger Grey,–,None reported,Unknown,79998
Kia,Telluride SX,2020,111342.19,Gasoline,3.8L V6 24V GDI DOHC,Automatic,Ebony Black,Gray,None reported,Unknown,37405
Maserati,GranTurismo Sport,2015,72420.3,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,41900
BMW,540 i xDrive,2020,60231.16,Gasoline,2.0 Liter Turbo,Automatic,White,Black,None reported,Unknown,39998
INFINITI,M56 Base,2011,220479.58,Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Brown,At least 1 accident or damage reported,Yes,8500
Chevrolet,Corvette Stingray w/1LT,2023,6437.36,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,At least 1 accident or damage reported,Yes,73900
Audi,Q5 S line Premium Plus,2023,7480.21,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black,Black,None reported,Unknown,47598
Lexus,GX 460 Base,2018,83846.61,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,38000
BMW,X1 sDrive28i,2014,80627.93,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Beige,None reported,Yes,10795
